City_Alt,ACS Bike-to-Work Mode Share,Land Area, Population ,ACS Target,ACS Normalized Score,ACS Ridership Points,SMS Recreation Riding,SMS Points,Community Survey Ridership Score,Total ridership score,Average Fatalities All Mode,All Mode Fatality Rate,All Mode Fatality Points,Average Fatalities Bike,Bike Fatality Rate,Bike Fatality Points,All Mode Injuries,All Mode Injury Rate,All Mode Injury Points,Bike Injuries,Bike Injury Rate,Bike Injury Points,All mode safety points,Bike Safety Points,Community Survey Safety Score,Total Safety Points,City Snapshot Points,Community Survey Acceleration Score,Total Acceleration Points,BNA,BNA Points,Community Survey Network Score,Total Nework Points,Percent Communities of Concern,Number Underserved Communities,Average BNA,BNA Underserved Communities,BNA Gap,BNA Tier,BNA Target,Distance,BNA Points.1,ACS Bike-to-Work Mode Share Men,ACS Bike-to-Work Mode Share Women,ACS Gap,ACS Tier,ACS_Target,Distance.1,ACS Points,Total Reach Points,Total Ponts
"SOMERVILLE, MA",13.40%,4.1,"79,983",37.00%,29.9,1.5,29.90%,5.0,3.2,3.2,0.4,0.1,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.5,2.3,,2.9,0.6,10.9,1,2.8,1.4,14.3,14,10.9,7.8,3.1,3.0,-15.0,18.1,1.6,0.15,0.11,0.04,3.0,-0.6,0.64,3.0,2.0,1.9
"GARY, IN",0.20%,49.9,"77,416",12.60%,1.2,0.1,15.50%,2.6,,1.1,14.6,1.9,1.0,0.0,0.0,5.0,,,,,,,0.5,2.5,,1.2,,,,41.2,3,,2.4,23.7,28,36.2,33.8,2.4,1.0,-25.0,27.4,2.1,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,2.0,1.7
"WILMINGTON, DE",1.00%,10.9,"71,276",26.30%,2.9,0.1,15.00%,2.5,2.3,1.5,5.2,0.7,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.4,2.1,,2.4,0.5,33.9,2,2.5,2.1,33.8,27,36.0,33.4,2.6,1.0,-25.0,27.6,2.1,0.01,0.01,0.01,2.0,-0.05,0.06,1.5,2.0,1.6
"MILWAUKEE, WI",1.20%,96.1,"599,086",10.70%,10.9,0.5,16.30%,2.7,2.9,1.9,55.4,0.9,2.0,0.6,2.3,4.0,343.5,5.7,1.0,9.0,34.0,3.0,1.5,3.5,2.7,2.5,3.0,3.2,3.0,28.3,2,3.0,2.2,28.2,197,31.0,29.6,1.4,1.0,-25.0,26.4,2.2,0.02,0.01,0.01,2.0,-0.05,0.06,1.1,2.0,2.8
"MOUNT VERNON, NY",0.20%,4.4,"68,671",37.00%,0.5,0.0,15.90%,2.6,,1.1,1.0,0.1,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,2.6,1,,0.8,20.8,16,3.1,1.9,1.1,3.0,-15.0,16.1,2.0,0.0,0.0,0.0,1.0,-0.02,0.02,1.8,2.0,1.4
"MEMPHIS, TN",0.20%,315.1,"654,723",5.70%,4.3,0.2,13.60%,2.3,2.4,1.5,100.2,1.5,2.0,1.4,21.5,3.0,710.5,10.9,0.0,5.0,76.7,1.0,1.0,2.0,2.4,1.7,5.5,3.0,5.0,5.2,1,2.9,1.4,31.8,179,5.8,5.5,0.3,3.0,-15.0,15.3,2.2,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.9,2.8
"FARGO, ND",1.00%,48.8,"118,099",12.60%,6.4,0.3,18.60%,3.1,2.7,1.9,2.2,0.2,4.0,0.4,6.5,4.0,,,,,,,2.0,2.0,2.6,2.1,,3.0,0.6,45.7,3,2.9,3.0,14.8,13,48.9,46.9,2.0,1.0,-25.0,27.0,2.2,0.01,0.0,0.01,2.0,-0.05,0.06,1.2,1.9,1.9
"BIRMINGHAM, AL",0.30%,146.1,"212,265",7.80%,4.3,0.2,13.30%,2.2,2.2,1.4,37.8,1.8,1.0,0.2,6.8,4.0,,,,,,,0.5,2.0,2.0,1.4,,2.4,0.5,22.0,2,2.4,2.1,32.7,144,21.7,23.6,-1.9,2.0,-20.0,18.1,2.1,0.01,0.0,0.0,1.0,-0.02,0.02,1.3,1.9,1.5
"GREAT FALLS, MT",0.50%,21.8,"59,144",20.80%,2.0,0.1,15.80%,2.6,,1.1,1.2,0.2,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,35.3,2,,1.6,12.1,8,35.0,32.1,2.9,1.0,-25.0,27.9,2.1,0.01,0.0,0.01,2.0,-0.05,0.06,1.5,1.9,1.6
"CAMDEN, NJ",0.60%,8.9,"75,550",26.30%,1.7,0.1,13.00%,2.2,1.8,1.3,6.4,0.8,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.4,2.1,,1.9,0.4,30.2,2,2.0,2.0,22.9,16,27.9,25.7,2.2,1.0,-25.0,27.2,2.2,0.01,0.0,0.01,2.0,-0.05,0.06,1.2,1.9,1.5
"LENEXA, KS",0.20%,34.1,"52,030",17.20%,0.9,0.0,18.90%,3.1,2.2,1.7,5.0,1.0,2.0,0.0,0.0,5.0,12.5,2.4,3.0,0.5,111.1,1.0,2.5,3.0,2.3,2.7,1.8,1.8,1.8,27.6,2,2.3,2.1,5.7,4,23.4,24.8,-1.3,2.0,-20.0,18.7,2.1,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.9,2.5
"LOS ANGELES, CA",1.40%,468.7,"3,949,776",5.70%,24.6,1.2,16.20%,2.7,2.8,2.1,256.2,0.6,3.0,15.2,7.0,4.0,,,,,,,1.5,2.0,1.9,1.8,,2.8,0.6,23.1,2,2.5,2.1,23.4,675,23.8,21.7,2.1,2.0,-20.0,22.1,1.5,0.02,0.01,0.01,3.0,-0.6,0.61,3.1,1.9,1.7
"LOUISVILLE, KY",0.40%,325.2,"615,478",5.70%,7.3,0.4,14.70%,2.4,2.4,1.6,81.2,1.3,2.0,1.6,14.3,3.0,,,,,,,1.0,1.5,2.3,1.5,,3.2,0.6,8.1,1,3.1,1.4,6.9,35,7.1,6.6,0.5,3.0,-15.0,15.5,2.1,0.01,0.0,0.0,1.0,-0.02,0.02,1.3,1.9,1.4
"WATERBURY, CT",0.00%,28.5,"109,250",20.80%,0.0,0.0,13.90%,2.3,,0.9,12.6,1.2,2.0,0.2,1000.0,0.0,,,,,,,1.0,0.0,,0.4,,,,11.9,1,,0.8,27.3,24,13.2,15.0,-1.8,3.0,-15.0,13.2,2.6,0.0,0.0,0.0,,,,,1.9,1.0
"RALEIGH, NC",0.50%,142.9,"449,477",7.80%,5.7,0.3,14.90%,2.5,2.7,1.6,34.2,0.8,3.0,0.8,8.1,4.0,,,,,,,1.5,2.0,2.4,1.9,,2.8,0.6,13.0,1,3.0,1.4,15.6,41,10.9,10.0,0.9,3.0,-15.0,15.9,2.1,0.01,0.0,0.0,1.0,-0.02,0.02,1.5,1.9,1.5
"SAN BERNARDINO, CA",0.50%,59.2,"215,252",12.60%,3.7,0.2,11.40%,1.9,,0.8,29.4,1.4,2.0,1.2,36.9,2.0,,,,,,,1.0,1.0,,0.8,,,,14.2,1,,0.8,15.3,37,15.7,14.7,1.0,3.0,-15.0,16.0,2.0,0.01,0.0,0.0,1.0,-0.02,0.02,1.5,1.9,1.1
"BATON ROUGE, LA",0.70%,76.9,"227,549",11.50%,6.1,0.3,14.30%,2.4,2.3,1.5,40.2,1.8,1.0,1.8,26.6,2.0,,,,,,,0.5,1.0,1.6,0.9,,2.0,0.4,20.1,2,2.0,2.0,27.1,64,20.5,21.7,-1.3,2.0,-20.0,18.7,2.1,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.9,1.3
"JOLIET, IL",0.10%,62.1,"148,172",11.50%,0.9,0.0,18.70%,3.1,,1.3,5.6,0.4,4.0,0.2,26.7,2.0,,,,,,,2.0,1.0,,1.2,,,,28.5,2,,1.6,16.2,25,23.8,24.9,-1.1,2.0,-20.0,18.9,2.0,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.9,1.5
"REDLANDS, CA",1.10%,36.1,"70,765",17.20%,5.8,0.3,13.30%,2.2,2.5,1.5,4.2,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.9,2.2,,3.1,0.6,22.5,2,2.8,2.2,13.3,10,20.7,23.2,-2.5,2.0,-20.0,17.5,2.2,0.02,0.0,0.02,2.0,-0.05,0.07,0.8,1.9,1.7
"NAPA, CA",1.00%,17.8,"79,722",26.30%,3.5,0.2,14.40%,2.4,,1.0,1.8,0.2,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,29.9,2,,1.6,6.1,4,30.0,28.1,1.8,1.0,-25.0,26.8,2.2,0.02,0.0,0.01,2.0,-0.05,0.06,1.0,1.9,1.6
"ROSWELL, NM",0.40%,29.9,"48,163",20.80%,2.0,0.1,12.50%,2.1,,0.9,2.4,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,5.5,1,,0.8,18.2,8,5.9,6.7,-0.8,3.0,-15.0,14.2,2.4,0.01,0.0,0.01,1.0,-0.02,0.03,0.5,1.9,1.3
"GRAND RAPIDS, MI",1.20%,44.4,"195,355",12.60%,7.4,0.4,17.00%,2.8,2.7,1.8,11.0,0.6,3.0,0.8,8.0,4.0,,,,,,,1.5,2.0,2.6,1.9,,3.0,0.6,19.7,1,3.1,1.4,23.5,47,20.5,18.1,2.4,2.0,-20.0,22.4,1.5,0.01,0.01,0.01,3.0,-0.6,0.61,3.1,1.9,1.5
"PATERSON, NJ",0.00%,8.4,"147,890",26.30%,0.0,0.0,9.80%,1.6,,0.7,6.0,0.4,4.0,0.4,,,,,,,,,2.0,,,0.8,,,,12.3,1,,0.8,17.9,22,13.6,15.2,-1.6,3.0,-15.0,13.4,2.5,0.0,0.0,0.0,,,,,1.9,1.0
"STAMFORD, CT",0.50%,37.6,"128,851",17.20%,3.0,0.2,14.60%,2.4,2.0,1.4,6.6,0.5,3.0,0.4,13.8,3.0,,,,,,,1.5,1.5,2.1,1.6,,1.9,0.4,11.6,1,1.8,1.2,8.0,7,10.6,9.6,1.0,3.0,-15.0,16.0,2.0,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.9,1.3
"WORCESTER, MA",0.40%,37.4,"184,743",17.20%,2.4,0.1,13.60%,2.3,2.2,1.4,9.0,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.1,2.0,,1.9,0.4,13.2,1,2.0,1.2,22.1,33,14.3,13.6,0.8,3.0,-15.0,15.8,2.1,0.01,0.0,0.0,1.0,-0.02,0.02,1.3,1.9,1.4
"DAYTON, OH",0.50%,55.7,"140,939",12.60%,3.8,0.2,16.30%,2.7,2.5,1.7,20.2,1.4,2.0,1.2,50.0,2.0,,,,,,,1.0,1.0,3.1,1.4,,3.2,0.6,18.4,1,3.3,1.5,26.1,64,22.5,24.7,-2.2,2.0,-20.0,17.8,2.2,0.01,0.0,0.01,1.0,-0.02,0.03,0.9,1.9,1.4
"INDIANAPOLIS, IN",0.50%,361.4,"853,431",5.70%,8.8,0.4,17.80%,3.0,2.9,1.9,89.0,1.0,2.0,3.0,15.8,3.0,,,,,,,1.0,1.5,2.4,1.5,3.3,3.3,3.3,6.9,1,3.1,1.4,19.1,133,5.8,4.2,1.5,3.0,-15.0,16.5,1.9,0.01,0.0,0.0,2.0,-0.05,0.05,1.7,1.9,2.5
"GREENVILLE, SC",0.80%,28.7,"64,061",20.80%,3.7,0.2,13.90%,2.3,2.4,1.5,10.0,1.6,2.0,0.2,8.3,4.0,,,,,,,1.0,2.0,2.7,1.7,,2.9,0.6,43.3,3,3.1,3.0,12.6,13,33.0,30.6,2.4,1.0,-25.0,27.4,2.1,0.01,0.0,0.01,2.0,-0.05,0.06,1.0,1.9,1.7
"JERSEY CITY, NJ",1.00%,14.8,"265,932",26.30%,3.4,0.2,22.60%,3.8,2.6,2.1,8.6,0.3,4.0,0.8,14.4,3.0,,,,,,,2.0,1.5,2.0,1.8,,2.3,0.5,19.3,1,1.9,1.2,17.0,31,17.8,17.1,0.7,3.0,-15.0,15.7,2.1,0.01,0.0,0.01,2.0,-0.05,0.06,1.1,1.8,1.5
"CHARLOTTE, NC",0.30%,297.7,"826,060",5.70%,4.5,0.2,15.80%,2.6,2.7,1.7,78.4,0.9,2.0,1.4,14.6,3.0,,,,,,,1.0,1.5,2.0,1.4,,3.0,0.6,11.8,1,2.9,1.4,19.5,101,9.0,7.7,1.3,3.0,-15.0,16.3,2.0,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.8,1.4
"ORLANDO, FL",0.70%,102.4,"269,414",7.80%,6.6,0.3,13.80%,2.3,2.6,1.6,33.0,1.2,2.0,1.4,16.1,3.0,182.5,6.8,0.0,8.0,92.0,1.0,1.0,2.0,2.1,1.6,2.8,2.6,2.7,11.4,1,2.5,1.3,20.7,45,7.2,5.7,1.5,3.0,-15.0,16.5,1.9,0.01,0.0,0.0,2.0,-0.05,0.05,1.6,1.8,2.3
"COLUMBIA, MD",0.20%,31.9,"103,170",17.20%,1.1,0.1,16.30%,2.7,2.1,1.5,0.0,0.0,5.0,0.0,0.0,5.0,,,,,,,2.5,2.5,2.7,2.5,,2.7,0.5,15.9,1,2.6,1.3,2.6,2,12.9,13.7,-0.8,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.8,1.8,1.6
"IDAHO FALLS, ID",0.90%,22.3,"59,414",20.80%,3.7,0.2,14.00%,2.3,,1.0,4.4,0.7,3.0,0.4,18.3,3.0,,,,,,,1.5,1.5,,1.2,,,,5.7,1,,0.8,9.3,5,5.4,4.7,0.7,3.0,-15.0,15.7,2.1,0.01,0.0,0.01,2.0,-0.05,0.06,1.1,1.8,1.2
"WINSTON-SALEM, NC",0.30%,132.4,"240,193",7.80%,3.0,0.2,13.30%,2.2,2.2,1.4,22.2,0.9,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,2.3,1.9,,2.7,0.5,7.1,1,2.6,1.3,18.7,39,7.0,5.6,1.4,3.0,-15.0,16.4,2.0,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.8,1.4
"OKLAHOMA CITY, OK",0.20%,606.4,"629,191",5.70%,3.4,0.2,14.50%,2.4,2.4,1.5,82.8,1.3,2.0,2.2,39.4,2.0,,,,,,,1.0,1.0,2.3,1.3,,3.1,0.6,19.6,1,2.8,1.4,19.6,137,21.4,21.7,-0.3,2.0,-20.0,19.7,1.9,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.8,1.3
"CARMEL, IN",0.20%,47.5,"88,595",12.60%,1.2,0.1,20.80%,3.5,2.8,2.0,2.2,0.2,4.0,0.0,0.0,5.0,176.0,19.9,0.0,7.5,961.5,0.0,2.0,2.5,3.2,2.4,3.1,3.3,3.1,49.2,3,2.7,2.9,1.9,1,36.1,16.9,19.2,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.8,1.8,3.0
"FAYETTEVILLE, AR",1.30%,53.9,"81,889",12.60%,9.6,0.5,12.70%,2.1,2.5,1.5,5.6,0.7,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,3.2,2.2,5.3,3.8,5.0,36.4,2,3.7,2.3,10.0,7,30.6,21.2,9.3,1.0,-25.0,34.3,1.4,0.02,0.01,0.01,3.0,-0.6,0.61,3.1,1.8,3.1
"RACINE, WI",0.30%,15.5,"77,740",26.30%,1.1,0.1,16.80%,2.8,2.2,1.6,4.0,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.4,2.1,,2.1,0.4,35.0,2,2.4,2.1,21.2,28,33.6,29.4,4.3,1.0,-25.0,29.3,1.9,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.8,1.6
"OVERLAND PARK, KS",0.10%,74.8,"186,147",11.50%,1.0,0.1,19.90%,3.3,2.3,1.8,6.0,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.4,2.3,,2.4,0.5,30.8,2,2.3,2.1,4.5,8,31.4,19.8,11.5,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.8,1.8,1.7
"MANCHESTER, NH",0.40%,33.1,"110,601",17.20%,2.3,0.1,14.70%,2.5,2.0,1.4,6.2,0.6,3.0,0.2,8.3,4.0,,,,,,,1.5,2.0,2.4,1.9,,2.2,0.4,4.9,1,2.5,1.3,15.2,15,4.8,3.4,1.5,3.0,-15.0,16.5,1.9,0.01,0.0,0.0,1.0,-0.02,0.02,1.5,1.8,1.4
"BOSTON, MA",4.40%,48.3,"669,158",12.60%,28.8,1.4,21.80%,3.6,3.0,2.6,21.4,0.3,4.0,0.4,0.5,4.0,,,,,,,2.0,2.0,1.9,2.0,3.5,3.1,3.4,14.1,1,2.6,1.3,23.3,144,13.3,9.1,4.2,3.0,-15.0,19.2,1.4,0.06,0.03,0.03,3.0,-0.6,0.63,3.0,1.8,2.7
"BETHEL, CT",0.90%,4.1,"9,780",37.00%,2.0,0.1,14.10%,2.3,1.6,1.3,0.6,0.6,3.0,0.2,45.5,2.0,,,,,,,1.5,1.0,2.4,1.5,,1.7,0.3,14.1,1,1.8,1.2,7.7,1,12.8,16.5,-3.7,,,,,0.01,0.01,0.0,2.0,-0.05,0.05,1.8,1.8,1.2
"FISHERS, IN",0.10%,33.6,"87,557",17.20%,0.6,0.0,22.60%,3.8,,1.5,2.4,0.3,4.0,0.4,85.1,1.0,,,,,,,2.0,0.5,,1.0,,,,37.3,2,,1.6,4.7,2,29.5,27.2,2.3,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.8,1.8,1.5
"SPRINGFIELD, MA",0.40%,31.9,"154,613",17.20%,1.8,0.1,12.80%,2.1,,0.9,11.2,0.7,3.0,0.2,10.4,3.0,,,,,,,1.5,1.5,,1.2,,,,9.8,1,,0.8,29.8,39,10.4,8.9,1.5,3.0,-15.0,16.5,1.9,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.8,1.2
"MINNEAPOLIS, MN",5.50%,54.0,"411,452",12.60%,39.7,2.0,19.60%,3.3,3.3,2.8,14.8,0.4,4.0,1.4,1.5,4.0,218.5,5.3,1.0,22.5,23.8,3.0,2.5,3.5,3.1,3.0,3.3,3.8,3.4,26.4,2,3.6,2.3,23.4,100,23.1,20.3,2.8,2.0,-20.0,22.8,1.4,0.07,0.04,0.03,3.0,-0.6,0.63,3.0,1.8,3.2
"SAN JUAN, PR",0.80%,39.5,"341,657",17.20%,4.5,0.2,,,,0.1,31.2,0.9,2.0,0.6,7.4,4.0,,,,,,,1.0,2.0,,1.2,,,,34.9,2,,1.6,8.5,31,34.3,31.1,3.2,1.0,-25.0,28.2,2.1,0.01,0.0,0.01,2.0,-0.05,0.06,1.1,1.8,1.2
"ATLANTA, GA",1.20%,133.2,"465,230",7.80%,13.7,0.7,15.80%,2.6,2.8,1.9,56.4,1.2,2.0,0.6,2.8,4.0,,,,,,,1.0,2.0,2.0,1.6,,3.1,0.6,9.0,1,2.7,1.3,35.2,136,7.7,6.9,0.8,3.0,-15.0,15.8,2.1,0.02,0.01,0.01,2.0,-0.05,0.06,1.1,1.8,1.5
"LOWELL, MA",0.30%,13.6,"110,964",26.30%,0.9,0.0,13.70%,2.3,2.2,1.4,3.4,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.2,2.2,,1.7,0.3,9.8,1,2.2,1.2,15.0,12,8.7,7.4,1.3,3.0,-15.0,16.3,2.0,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.8,1.4
"KEARNEY, NE",0.70%,12.8,"33,082",26.30%,2.1,0.1,17.30%,2.9,2.2,1.6,0.6,0.2,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.8,2.4,,2.1,0.4,22.3,2,2.5,2.1,4.0,1,19.9,8.1,11.9,,,,,0.01,0.01,0.0,2.0,-0.05,0.05,1.8,1.8,1.7
"BLOOMINGTON, MN",0.30%,34.7,"85,417",17.20%,1.6,0.1,17.30%,2.9,2.4,1.7,3.2,0.4,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.8,2.4,,2.3,0.5,29.9,2,2.7,2.1,14.8,13,27.7,24.0,3.7,1.0,-25.0,28.7,2.0,0.01,0.0,0.0,1.0,-0.02,0.02,1.1,1.8,1.7
"CHANDLER, AZ",0.90%,64.4,"245,160",11.50%,7.1,0.4,17.40%,2.9,2.3,1.8,13.6,0.6,3.0,1.0,9.9,3.0,,,,,,,1.5,1.5,2.6,1.7,,2.1,0.4,22.7,2,2.6,2.1,10.4,20,22.1,22.6,-0.5,2.0,-20.0,19.5,1.9,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.8,1.6
"RICHARDSON, TX",0.30%,28.6,"111,055",20.80%,1.2,0.1,13.80%,2.3,2.3,1.4,6.4,0.6,3.0,0.4,30.8,2.0,,,,,,,1.5,1.0,2.5,1.5,,2.4,0.5,16.0,1,2.4,1.3,11.7,16,14.0,12.5,1.4,3.0,-15.0,16.4,2.0,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.8,1.3
"KANSAS CITY, MO",0.30%,315.0,"476,974",5.70%,5.0,0.2,18.20%,3.0,2.5,1.8,66.4,1.4,2.0,1.6,26.2,2.0,,,,,,,1.0,1.0,2.2,1.2,,2.9,0.6,25.6,2,2.7,2.1,20.5,124,25.3,25.1,0.2,2.0,-20.0,20.2,1.8,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.8,1.5
"KENT, WA",0.40%,28.6,"126,561",20.80%,1.9,0.1,15.10%,2.5,,1.0,7.8,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,19.4,1,,0.8,8.2,12,20.3,22.3,-2.0,2.0,-20.0,18.0,2.2,0.01,0.0,0.01,1.0,-0.02,0.03,0.6,1.8,1.3
"DES MOINES, IA",0.40%,80.9,"214,778",10.70%,3.5,0.2,18.00%,3.0,2.8,1.8,14.0,0.7,3.0,0.2,5.0,4.0,,,,,,,1.5,2.0,3.0,2.0,,3.4,0.7,34.3,2,3.3,2.3,15.5,32,33.1,29.7,3.4,1.0,-25.0,28.4,2.0,0.01,0.0,0.01,1.0,-0.02,0.03,1.0,1.8,1.7
"NORWALK, CT",0.60%,22.9,"88,537",20.80%,2.3,0.1,14.90%,2.5,,1.0,4.8,0.5,3.0,0.0,0.0,5.0,24.0,2.7,3.0,0.5,22.8,3.0,3.0,4.0,,2.8,1.2,,1.0,6.0,1,,0.8,9.0,7,4.8,3.2,1.6,3.0,-15.0,16.6,1.9,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.8,1.5
"URBANA, IL",8.90%,11.7,"42,141",26.30%,26.4,1.3,16.70%,2.8,2.7,2.2,2.0,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,3.1,2.2,,2.8,0.6,33.1,2,2.8,2.2,16.7,8,31.5,21.2,10.2,1.0,-25.0,35.2,1.3,0.1,0.08,0.02,3.0,-0.6,0.62,3.1,1.8,1.8
"ALMA, MI",0.60%,5.9,"9,108",37.00%,1.5,0.1,12.80%,2.1,,0.9,0.8,0.9,2.0,0.2,111.1,1.0,,,,,,,1.0,0.5,,0.6,,,,78.7,4,,3.2,0.0,0,61.7,,,,,,,0.01,0.01,0.0,2.0,-0.05,0.05,1.8,1.8,1.6
"SALEM, OR",1.20%,47.9,"163,654",12.60%,7.9,0.4,15.20%,2.5,2.5,1.7,10.0,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.5,2.1,,2.6,0.5,17.3,1,2.7,1.3,16.3,25,19.0,14.1,4.9,3.0,-15.0,19.9,1.3,0.02,0.0,0.01,3.0,-0.6,0.61,3.1,1.7,1.5
"DUBLIN, OH",0.20%,24.4,"44,442",20.80%,0.9,0.0,15.00%,2.5,2.1,1.4,2.4,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,3.4,2.3,,2.5,0.5,46.1,3,2.5,2.9,9.8,4,38.8,33.5,5.3,1.0,-25.0,30.3,1.8,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.7,1.8
"MELBOURNE, FL",1.20%,33.9,"79,640",17.20%,6.2,0.3,14.50%,2.4,2.2,1.5,11.8,1.5,2.0,2.0,51.8,1.0,,,,,,,1.0,0.5,2.0,1.0,,1.6,0.3,11.2,1,1.9,1.2,12.0,10,8.6,7.4,1.2,3.0,-15.0,16.2,2.0,0.02,0.01,0.01,2.0,-0.05,0.06,1.0,1.7,1.2
"LONG BEACH, CA",1.20%,50.3,"470,489",12.60%,7.9,0.4,17.40%,2.9,2.6,1.8,28.4,0.6,3.0,0.6,2.7,4.0,125.5,2.7,3.0,11.0,50.0,2.0,3.0,3.0,2.6,2.9,2.9,3.1,2.9,25.5,2,2.5,2.1,21.9,89,25.9,26.1,-0.2,2.0,-20.0,19.8,1.9,0.02,0.01,0.01,2.0,-0.05,0.06,1.3,1.7,2.8
"OWENSBORO, KY",0.60%,19.1,"58,791",26.30%,2.4,0.1,13.70%,2.3,,1.0,4.0,0.7,3.0,0.4,26.1,2.0,,,,,,,1.5,1.0,,1.0,,,,9.8,1,,0.8,14.0,7,8.4,6.8,1.6,3.0,-15.0,16.6,1.9,0.01,0.0,0.01,2.0,-0.05,0.06,1.2,1.7,1.1
"NASHVILLE, TN",0.20%,475.1,"654,187",5.70%,4.1,0.2,14.50%,2.4,2.4,1.5,63.0,1.0,2.0,0.4,5.6,4.0,,,,,,,1.0,2.0,2.1,1.6,1.8,3.0,2.0,8.6,1,2.6,1.3,20.1,107,7.9,5.8,2.1,3.0,-15.0,17.1,1.8,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.7,2.1
"WINFIELD, IL",0.30%,3.0,"9,641",45.10%,0.7,0.0,19.30%,3.2,,1.3,0.0,0.0,5.0,0.0,0.0,5.0,,,,,,,2.5,2.5,,2.0,,,,19.7,1,,0.8,16.7,3,17.0,16.1,1.0,3.0,-15.0,16.0,2.0,0.01,0.0,0.01,1.0,-0.02,0.03,0.8,1.7,1.5
"GREENSBORO, NC",0.20%,126.5,"284,816",7.80%,2.4,0.1,14.20%,2.4,2.2,1.4,28.2,1.0,2.0,0.4,15.2,3.0,,,,,,,1.0,1.5,2.2,1.4,,2.4,0.5,6.8,1,2.9,1.4,16.2,36,6.7,4.5,2.2,3.0,-15.0,17.2,1.8,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.7,1.3
"CASPER, WY",0.50%,26.9,"59,171",20.80%,2.4,0.1,15.20%,2.5,,1.1,5.8,1.0,2.0,0.2,12.8,3.0,,,,,,,1.0,1.5,,1.0,,,,40.8,3,,2.4,2.0,1,32.0,32.1,-0.1,,,,,0.01,0.0,0.0,2.0,-0.05,0.05,1.7,1.7,1.5
"SALT LAKE CITY, UT",3.10%,111.1,"194,188",7.80%,31.3,1.6,20.50%,3.4,3.1,2.6,17.0,0.9,2.0,0.6,2.2,4.0,,,,,,,1.0,2.0,2.6,1.7,,3.2,0.6,51.0,3,3.4,3.1,17.4,32,44.8,34.0,10.7,1.0,-25.0,35.7,1.3,0.04,0.02,0.01,3.0,-0.6,0.61,3.1,1.7,2.0
"WEST CHESTER, PA",0.80%,1.8,"19,698",51.00%,1.6,0.1,14.20%,2.4,2.0,1.4,0.2,0.1,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.3,2.3,,1.9,0.4,55.7,3,2.1,2.8,12.5,2,59.7,63.8,-4.0,,,,,0.01,0.01,0.0,2.0,-0.05,0.05,1.7,1.7,1.7
